temperatura,humedad,alimento,estado,vida_util
19.06,84.45,Tomate,Deteriorado,3
31.01,44.01,Platano,Deteriorado,1
20.75,60.44,Lechuga,Fresco,14
18.88,87.3,Tomate,Fresco,10
21.76,75.74,Tomate,Fresco,12
25.52,40.76,Platano,Fresco,7
27.16,86.24,Pollo,Fresco,8
26.4,67.5,Platano,Deteriorado,3
30.44,79.86,Tomate,Deteriorado,1
32.98,84.56,Tomate,Fresco,15
22.83,49.64,Tomate,Maduro,5
25.31,53.73,Lechuga,Deteriorado,2
27.88,73.35,Tomate,Fresco,9
21.6,59.56,Platano,Fresco,11
18.56,58.75,Lechuga,Maduro,6
25.61,89.72,Pollo,Deteriorado,3
31.64,61.5,Pollo,Fresco,9
27.73,47.38,Pollo,Fresco,14
21.81,58.94,Tomate,Deteriorado,2
25.75,82.73,Tomate,Fresco,12
19.96,84.19,Tomate,Deteriorado,3
21.23,53.62,Lechuga,Maduro,3
30.01,61.27,Platano,Maduro,6
24.12,69.84,Tomate,Deteriorado,2
27.66,52.17,Tomate,Fresco,15
31.39,69.63,Pollo,Maduro,5
27.52,60.82,Pollo,Maduro,7
26.87,50.86,Lechuga,Deteriorado,1
26.3,67.77,Lechuga,Fresco,14
25.26,46.35,Lechuga,Fresco,15
34.94,55.79,Pollo,Fresco,12
28.47,65.24,Platano,Maduro,5
26.59,55.69,Pollo,Maduro,5
29.7,50.83,Platano,Deteriorado,1
19.82,53.64,Pollo,Deteriorado,3
24.48,54.98,Lechuga,Deteriorado,3
23.73,66.82,Lechuga,Maduro,6
28.04,65.18,Tomate,Fresco,12
26.51,74.25,Tomate,Fresco,8
29.0,76.23,Tomate,Deteriorado,2
33.89,85.72,Tomate,Maduro,4
19.03,40.57,Platano,Fresco,12
30.77,58.51,Pollo,Fresco,12
22.39,46.77,Pollo,Maduro,5
33.01,71.83,Pollo,Maduro,3
33.09,88.33,Platano,Maduro,5
28.44,41.81,Pollo,Fresco,9
34.31,64.88,Lechuga,Fresco,12
19.71,76.26,Tomate,Deteriorado,1
22.79,78.51,Pollo,Maduro,7
22.79,70.44,Lechuga,Fresco,9
22.57,68.92,Pollo,Deteriorado,3
31.73,83.37,Platano,Deteriorado,2
27.31,86.56,Platano,Deteriorado,3
29.18,54.99,Pollo,Fresco,13
28.52,70.94,Tomate,Maduro,6
28.66,58.1,Platano,Fresco,7
25.4,55.14,Pollo,Deteriorado,3
27.69,73.63,Tomate,Maduro,4
19.57,58.88,Pollo,Deteriorado,1
28.91,65.59,Lechuga,Fresco,9
22.98,74.86,Platano,Deteriorado,1
24.28,67.4,Pollo,Maduro,7
21.15,58.17,Platano,Fresco,14
21.15,79.55,Tomate,Deteriorado,2
29.16,67.78,Lechuga,Fresco,15
34.49,40.72,Tomate,Fresco,13
32.83,75.89,Tomate,Fresco,10
20.44,60.13,Pollo,Maduro,3
34.52,70.92,Lechuga,Maduro,7
19.22,49.15,Pollo,Fresco,8
29.87,85.54,Lechuga,Maduro,6
28.55,79.11,Pollo,Maduro,5
23.02,82.19,Platano,Deteriorado,1
19.14,70.78,Lechuga,Fresco,8
31.47,61.92,Pollo,Maduro,6
20.75,54.75,Platano,Deteriorado,3
24.99,41.19,Platano,Deteriorado,3
27.62,43.11,Platano,Maduro,3
26.63,57.8,Lechuga,Fresco,10
32.73,84.79,Pollo,Deteriorado,3
31.93,66.54,Platano,Deteriorado,2
28.45,68.12,Platano,Maduro,3
27.36,81.83,Platano,Deteriorado,3
29.11,51.05,Platano,Fresco,11
34.85,44.22,Platano,Fresco,8
28.12,76.85,Tomate,Deteriorado,2
32.33,58.06,Tomate,Fresco,7
18.92,83.74,Lechuga,Maduro,7
22.48,67.46,Tomate,Maduro,4
28.4,81.26,Pollo,Maduro,3
23.32,52.67,Platano,Deteriorado,3
27.5,73.38,Tomate,Maduro,6
32.97,84.45,Tomate,Maduro,4
19.78,65.06,Lechuga,Deteriorado,3
34.89,88.02,Tomate,Fresco,15
23.61,48.57,Platano,Deteriorado,3
19.96,80.95,Lechuga,Deteriorado,1
27.03,85.54,Tomate,Maduro,4
33.24,53.91,Lechuga,Fresco,8
19.27,57.95,Tomate,Fresco,11
31.71,57.3,Tomate,Fresco,15
20.57,88.22,Lechuga,Deteriorado,1
25.54,83.93,Pollo,Fresco,8
23.62,54.2,Pollo,Maduro,4
33.05,69.38,Tomate,Deteriorado,3
29.04,79.87,Platano,Deteriorado,2
25.21,62.76,Tomate,Fresco,15
27.09,87.92,Pollo,Maduro,7
29.46,70.26,Lechuga,Maduro,6
23.23,63.95,Lechuga,Fresco,10
32.65,88.8,Pollo,Maduro,4
28.85,74.19,Lechuga,Deteriorado,2
18.58,66.06,Lechuga,Maduro,6
34.0,58.98,Tomate,Maduro,4
18.93,49.47,Tomate,Fresco,13
26.33,85.11,Pollo,Fresco,10
29.09,62.67,Platano,Deteriorado,1
29.19,67.87,Tomate,Fresco,8
22.04,61.02,Platano,Fresco,15
20.93,48.24,Tomate,Fresco,14
24.04,52.15,Platano,Fresco,9
26.21,83.99,Pollo,Fresco,15
26.32,44.74,Tomate,Fresco,15
19.03,80.13,Lechuga,Maduro,7
28.42,82.91,Pollo,Deteriorado,3
21.51,58.67,Lechuga,Deteriorado,3
22.31,42.16,Pollo,Deteriorado,1
33.29,87.68,Pollo,Maduro,5
28.02,45.06,Tomate,Fresco,10
34.23,40.14,Tomate,Fresco,13
23.83,85.99,Lechuga,Fresco,13
23.39,43.02,Platano,Deteriorado,2
30.62,71.58,Platano,Fresco,15
30.06,45.97,Lechuga,Deteriorado,2
30.6,85.34,Lechuga,Maduro,6
27.39,89.19,Platano,Deteriorado,1
18.75,40.92,Pollo,Fresco,15
27.02,80.14,Tomate,Deteriorado,2
25.53,73.23,Tomate,Fresco,7
23.77,70.27,Platano,Deteriorado,3
21.47,64.72,Pollo,Fresco,13
21.26,88.52,Platano,Maduro,3
26.58,56.94,Lechuga,Deteriorado,3
19.89,41.78,Platano,Deteriorado,3
27.97,66.97,Platano,Fresco,9
26.69,53.44,Platano,Fresco,12
26.4,42.11,Pollo,Maduro,5
23.6,51.68,Tomate,Fresco,7
32.54,66.68,Pollo,Fresco,13
22.06,42.09,Platano,Deteriorado,2
19.04,63.66,Pollo,Fresco,9
29.91,45.8,Tomate,Deteriorado,3
31.74,56.59,Pollo,Maduro,3
19.91,88.39,Tomate,Maduro,7
29.43,72.21,Tomate,Maduro,5
19.9,79.21,Platano,Deteriorado,2
34.67,58.5,Pollo,Deteriorado,2
34.83,41.76,Pollo,Deteriorado,1
29.3,61.46,Lechuga,Deteriorado,3
21.16,84.14,Tomate,Deteriorado,2
18.46,58.78,Lechuga,Deteriorado,3
27.5,86.97,Pollo,Deteriorado,3
31.75,43.62,Platano,Maduro,4
25.97,79.85,Tomate,Deteriorado,2
20.06,40.49,Pollo,Fresco,8
33.85,41.52,Tomate,Maduro,5
25.99,65.84,Tomate,Deteriorado,3
34.33,63.62,Platano,Deteriorado,1
19.83,55.62,Lechuga,Deteriorado,3
29.99,57.7,Tomate,Fresco,14
33.52,65.78,Lechuga,Maduro,3
21.36,66.1,Platano,Fresco,8
21.15,73.91,Lechuga,Maduro,5
21.93,60.4,Pollo,Maduro,5
24.22,61.86,Pollo,Maduro,7
20.63,70.4,Lechuga,Fresco,11
22.06,52.32,Pollo,Maduro,6
31.44,70.84,Lechuga,Fresco,9
26.85,45.57,Pollo,Fresco,7
32.15,77.67,Platano,Deteriorado,3
27.53,74.89,Tomate,Deteriorado,3
33.82,66.45,Lechuga,Maduro,7
21.28,57.03,Platano,Deteriorado,2
20.1,50.64,Pollo,Deteriorado,3
22.51,49.99,Lechuga,Maduro,3
21.83,61.38,Lechuga,Maduro,7
27.35,47.07,Platano,Deteriorado,3
18.64,69.36,Tomate,Deteriorado,3
29.55,56.92,Lechuga,Deteriorado,3
28.62,62.24,Lechuga,Maduro,7
29.06,80.07,Tomate,Maduro,3
21.95,61.95,Tomate,Deteriorado,3
24.02,62.64,Tomate,Maduro,6
26.04,56.63,Tomate,Deteriorado,2
26.01,81.15,Platano,Deteriorado,3
30.64,48.49,Pollo,Maduro,5
20.47,57.27,Tomate,Fresco,14
25.03,58.54,Tomate,Deteriorado,3
22.65,81.43,Tomate,Maduro,7
18.09,47.56,Lechuga,Maduro,4
33.06,48.15,Lechuga,Deteriorado,1
19.34,55.25,Platano,Fresco,13
20.48,52.8,Lechuga,Fresco,11
31.32,77.64,Lechuga,Fresco,11
19.65,63.55,Pollo,Maduro,5
22.37,56.77,Lechuga,Maduro,4
31.85,41.55,Platano,Maduro,4
18.49,42.19,Tomate,Maduro,7
21.94,60.13,Tomate,Fresco,7
24.52,59.17,Platano,Deteriorado,2
26.62,69.7,Platano,Maduro,5
30.48,49.67,Tomate,Deteriorado,3
20.64,48.96,Platano,Maduro,5
27.88,46.67,Lechuga,Deteriorado,2
28.18,79.59,Lechuga,Deteriorado,2
28.71,83.99,Platano,Deteriorado,2
19.16,56.19,Pollo,Deteriorado,1
30.12,78.53,Tomate,Fresco,15
22.25,78.41,Pollo,Deteriorado,3
33.35,85.78,Platano,Fresco,7
26.55,66.68,Tomate,Fresco,9
26.72,72.96,Lechuga,Maduro,6
27.83,89.78,Tomate,Maduro,5
32.65,48.76,Lechuga,Maduro,5
33.5,56.39,Lechuga,Deteriorado,1
18.51,72.76,Platano,Maduro,7
19.21,47.27,Platano,Deteriorado,1
23.43,89.32,Lechuga,Fresco,11
28.81,73.74,Lechuga,Fresco,7
21.94,63.8,Lechuga,Deteriorado,2
33.25,47.96,Tomate,Maduro,6
27.77,58.91,Platano,Fresco,11
32.53,44.67,Pollo,Fresco,7
25.06,64.53,Tomate,Deteriorado,1
29.71,71.58,Platano,Deteriorado,1
29.05,89.69,Lechuga,Deteriorado,2
33.2,56.54,Platano,Maduro,5
22.91,40.95,Lechuga,Maduro,4
19.4,73.63,Pollo,Fresco,15
23.53,67.39,Pollo,Deteriorado,3
23.04,51.71,Pollo,Maduro,7
18.87,49.48,Pollo,Fresco,7
25.62,61.37,Platano,Fresco,10
23.46,45.75,Pollo,Maduro,7
31.36,67.9,Pollo,Deteriorado,2
19.85,80.72,Tomate,Fresco,11
29.53,75.45,Lechuga,Deteriorado,3
22.48,70.49,Platano,Deteriorado,1
19.74,51.01,Pollo,Maduro,5
31.22,80.11,Platano,Maduro,7
22.51,44.49,Lechuga,Deteriorado,2
26.44,88.52,Platano,Maduro,6
29.16,87.74,Platano,Maduro,6
29.87,57.05,Platano,Deteriorado,3
29.05,49.53,Pollo,Maduro,6
29.91,78.34,Tomate,Deteriorado,3
22.47,40.27,Platano,Deteriorado,2
22.22,55.28,Pollo,Fresco,8
27.23,78.58,Platano,Maduro,7
21.9,64.01,Tomate,Maduro,6
32.02,55.65,Tomate,Deteriorado,2
23.42,60.16,Tomate,Fresco,10
23.53,53.83,Lechuga,Fresco,14
20.65,89.58,Lechuga,Fresco,11
31.58,48.61,Platano,Fresco,13
32.77,86.57,Tomate,Deteriorado,1
23.89,52.94,Lechuga,Fresco,11
22.79,51.89,Tomate,Maduro,3
33.78,88.62,Platano,Fresco,11
33.28,53.04,Lechuga,Fresco,9
23.3,76.25,Platano,Maduro,4
26.69,86.77,Platano,Deteriorado,3
18.57,83.64,Lechuga,Deteriorado,3
29.83,61.57,Platano,Deteriorado,2
20.48,61.51,Lechuga,Deteriorado,2
33.13,47.59,Platano,Fresco,12
31.01,43.91,Tomate,Fresco,11
30.15,87.31,Lechuga,Maduro,5
32.25,41.38,Lechuga,Maduro,4
34.67,62.22,Tomate,Maduro,7
18.65,64.94,Platano,Maduro,3
18.97,48.25,Tomate,Fresco,11
28.64,87.49,Pollo,Deteriorado,1
32.43,85.98,Lechuga,Deteriorado,3
31.65,69.9,Pollo,Deteriorado,1
20.87,50.78,Tomate,Deteriorado,3
34.1,68.96,Lechuga,Maduro,5
27.13,59.03,Lechuga,Deteriorado,2
31.98,80.22,Lechuga,Maduro,5
27.29,88.1,Lechuga,Maduro,5
32.38,46.02,Platano,Maduro,3
19.37,68.17,Pollo,Deteriorado,1
20.05,52.42,Pollo,Maduro,7
20.05,73.11,Lechuga,Maduro,5
23.25,67.68,Pollo,Fresco,13
29.93,82.24,Platano,Maduro,5
31.62,53.49,Tomate,Maduro,5
19.51,71.81,Lechuga,Maduro,5
28.6,73.82,Lechuga,Fresco,10
26.67,69.71,Tomate,Maduro,5
27.95,60.57,Tomate,Deteriorado,1
18.8,66.55,Tomate,Maduro,6
25.68,79.25,Pollo,Fresco,11
23.51,88.33,Platano,Fresco,10
26.65,46.36,Lechuga,Fresco,9
23.11,66.07,Lechuga,Maduro,6
18.05,83.55,Pollo,Deteriorado,2
34.5,78.75,Lechuga,Deteriorado,2
24.14,68.23,Pollo,Deteriorado,3
34.86,49.3,Tomate,Deteriorado,3
23.83,61.58,Lechuga,Fresco,12
21.98,50.82,Platano,Deteriorado,3
27.06,71.58,Lechuga,Deteriorado,1
20.15,80.53,Platano,Deteriorado,1
19.26,42.28,Platano,Fresco,11
28.81,49.56,Lechuga,Fresco,13
24.59,62.15,Lechuga,Deteriorado,3
34.99,67.75,Platano,Maduro,6
34.8,52.04,Tomate,Maduro,7
32.38,88.05,Pollo,Maduro,6
21.59,89.0,Lechuga,Maduro,6
34.78,59.0,Tomate,Maduro,3
31.71,82.67,Platano,Fresco,12
23.45,51.25,Lechuga,Fresco,7
27.01,61.48,Pollo,Maduro,6
18.77,75.23,Lechuga,Fresco,8
23.39,79.65,Pollo,Maduro,4
28.88,79.27,Tomate,Maduro,5
33.83,61.55,Pollo,Deteriorado,2
27.35,43.95,Pollo,Fresco,15
24.61,50.62,Platano,Deteriorado,1
18.99,54.0,Pollo,Maduro,4
33.59,77.29,Tomate,Fresco,8
19.83,78.89,Platano,Deteriorado,2
28.84,55.55,Platano,Fresco,15
23.48,53.05,Tomate,Deteriorado,3
21.06,59.94,Pollo,Deteriorado,2
27.08,68.35,Lechuga,Deteriorado,2
28.3,45.87,Pollo,Fresco,7
23.96,76.72,Tomate,Fresco,11
26.05,87.21,Tomate,Deteriorado,1
24.96,46.1,Platano,Deteriorado,3
21.7,43.03,Lechuga,Fresco,10
26.88,70.64,Tomate,Fresco,7
19.95,59.08,Platano,Deteriorado,3
20.22,40.02,Lechuga,Deteriorado,3
19.65,40.99,Pollo,Maduro,6
26.25,44.22,Tomate,Deteriorado,3
23.14,49.02,Pollo,Deteriorado,1
26.26,53.26,Lechuga,Deteriorado,1
24.02,52.42,Tomate,Deteriorado,1
31.49,58.92,Lechuga,Maduro,7
33.72,80.2,Pollo,Fresco,15
25.38,79.25,Pollo,Maduro,6
18.62,68.01,Lechuga,Fresco,13
34.0,73.39,Tomate,Fresco,10
19.5,70.08,Platano,Maduro,7
18.99,76.26,Lechuga,Deteriorado,2
29.22,83.78,Platano,Deteriorado,1
28.28,83.25,Pollo,Fresco,11
22.29,58.21,Tomate,Deteriorado,3
27.53,78.9,Platano,Maduro,4
21.3,70.76,Pollo,Maduro,6
32.04,60.2,Pollo,Deteriorado,3
18.18,66.92,Platano,Fresco,13
31.47,57.63,Lechuga,Maduro,7
18.59,44.47,Lechuga,Maduro,7
30.74,71.58,Tomate,Fresco,10
32.54,60.43,Platano,Fresco,12
25.58,45.84,Tomate,Deteriorado,2
24.22,68.76,Platano,Fresco,9
28.43,50.19,Pollo,Deteriorado,1
25.08,54.82,Platano,Fresco,14
29.57,70.87,Platano,Fresco,11
20.54,56.64,Tomate,Maduro,3
34.52,86.01,Pollo,Maduro,6
31.96,68.7,Pollo,Fresco,10
30.89,43.82,Platano,Maduro,7
21.14,79.23,Lechuga,Deteriorado,1
27.37,59.1,Platano,Deteriorado,2
20.67,63.29,Tomate,Maduro,3
20.17,52.8,Platano,Fresco,15
19.97,59.76,Platano,Fresco,13
19.99,50.64,Lechuga,Deteriorado,2
19.13,89.33,Lechuga,Fresco,8
20.29,64.66,Lechuga,Fresco,15
23.48,59.96,Platano,Maduro,6
34.42,71.17,Platano,Deteriorado,3
23.47,87.29,Pollo,Maduro,6
28.39,64.75,Tomate,Deteriorado,1
20.33,69.07,Tomate,Deteriorado,1
20.39,51.83,Platano,Maduro,3
32.88,78.46,Tomate,Maduro,7
18.86,79.41,Pollo,Maduro,4
18.19,70.18,Pollo,Maduro,3
19.19,75.06,Lechuga,Fresco,7
18.88,59.93,Pollo,Maduro,6
34.71,56.58,Pollo,Maduro,6
28.28,64.21,Lechuga,Deteriorado,1
21.45,77.52,Lechuga,Deteriorado,2
21.84,54.35,Tomate,Fresco,13
34.66,42.8,Tomate,Fresco,7
22.1,65.42,Pollo,Maduro,5
28.35,60.11,Lechuga,Maduro,7
22.43,68.58,Pollo,Fresco,15
25.73,88.48,Pollo,Maduro,6
19.24,63.26,Lechuga,Maduro,5
29.88,77.17,Lechuga,Deteriorado,2
24.52,64.05,Pollo,Fresco,9
30.19,64.5,Pollo,Deteriorado,1
18.63,68.7,Lechuga,Fresco,7
26.54,66.34,Tomate,Fresco,11
34.1,82.2,Pollo,Maduro,5
26.56,69.37,Lechuga,Fresco,8
21.68,42.55,Tomate,Deteriorado,3
33.87,64.76,Pollo,Fresco,15
28.42,41.04,Pollo,Deteriorado,2
28.47,62.01,Tomate,Maduro,3
30.67,44.37,Tomate,Fresco,10
22.43,58.94,Lechuga,Deteriorado,2
24.13,87.55,Pollo,Fresco,11
29.21,89.05,Lechuga,Fresco,11
33.94,67.75,Tomate,Fresco,12
19.3,66.03,Lechuga,Fresco,8
27.27,68.85,Platano,Deteriorado,3
22.33,63.06,Platano,Deteriorado,1
18.52,79.16,Tomate,Deteriorado,3
26.57,85.95,Lechuga,Fresco,9
23.68,79.63,Pollo,Fresco,14
29.97,65.57,Tomate,Fresco,9
28.77,87.85,Tomate,Maduro,7
30.22,41.36,Lechuga,Deteriorado,3
28.63,50.72,Platano,Deteriorado,3
34.62,43.72,Pollo,Deteriorado,3
27.53,46.27,Lechuga,Maduro,4
22.79,62.54,Platano,Deteriorado,3
33.38,58.53,Lechuga,Maduro,7
34.24,52.87,Lechuga,Maduro,7
21.96,56.33,Lechuga,Fresco,11
27.25,40.6,Platano,Deteriorado,2
31.77,73.45,Lechuga,Fresco,7
18.97,72.73,Pollo,Maduro,5
19.31,88.32,Tomate,Maduro,4
33.67,81.45,Lechuga,Deteriorado,3
29.07,67.2,Tomate,Fresco,8
28.71,41.08,Pollo,Fresco,8
21.1,45.58,Lechuga,Fresco,7
33.07,58.15,Pollo,Deteriorado,2
27.16,69.96,Pollo,Fresco,9
28.49,48.22,Lechuga,Fresco,14
30.37,55.75,Platano,Maduro,6
19.3,47.93,Tomate,Fresco,14
23.39,64.82,Pollo,Fresco,12
21.19,72.14,Tomate,Deteriorado,2
22.97,65.15,Platano,Fresco,10
27.61,42.01,Pollo,Deteriorado,2
19.05,52.02,Platano,Deteriorado,2
32.8,58.45,Platano,Deteriorado,1
27.65,69.02,Platano,Deteriorado,3
30.14,89.09,Tomate,Fresco,14
18.22,75.4,Tomate,Deteriorado,3
18.07,49.15,Pollo,Maduro,6
21.9,59.5,Lechuga,Fresco,7
20.59,43.02,Platano,Deteriorado,2
29.94,63.45,Lechuga,Fresco,15
25.25,60.11,Lechuga,Fresco,15
33.46,73.76,Tomate,Maduro,3
26.49,47.08,Lechuga,Fresco,12
31.53,61.87,Platano,Deteriorado,3
29.11,89.93,Lechuga,Maduro,5
31.6,85.09,Pollo,Maduro,3
19.16,74.05,Platano,Deteriorado,3
33.5,56.2,Pollo,Maduro,4
28.84,79.45,Platano,Deteriorado,1
18.86,63.68,Pollo,Maduro,3
20.29,85.58,Pollo,Fresco,10
22.82,41.1,Pollo,Maduro,7
32.42,55.1,Tomate,Maduro,4
30.69,83.93,Pollo,Fresco,13
26.66,72.99,Lechuga,Deteriorado,1
26.72,62.31,Pollo,Fresco,9
25.08,69.52,Pollo,Deteriorado,2
25.98,45.36,Lechuga,Fresco,7
21.44,50.07,Platano,Maduro,7
19.85,86.13,Tomate,Deteriorado,1
31.08,51.03,Platano,Fresco,10
34.06,57.88,Pollo,Deteriorado,1
27.15,84.21,Lechuga,Maduro,3
26.47,56.74,Lechuga,Maduro,7
26.27,50.53,Tomate,Deteriorado,2
28.01,54.18,Platano,Maduro,5
29.06,86.19,Platano,Deteriorado,3
26.16,56.4,Lechuga,Fresco,11
25.48,64.5,Pollo,Deteriorado,3
34.89,47.73,Tomate,Deteriorado,1
31.77,66.5,Platano,Fresco,13
25.76,53.7,Platano,Maduro,5
34.06,57.52,Lechuga,Maduro,5
28.48,79.1,Pollo,Fresco,7
25.08,51.61,Pollo,Maduro,7
24.34,56.54,Platano,Fresco,10
22.82,49.55,Tomate,Maduro,7
24.56,82.86,Pollo,Maduro,3
32.41,82.41,Tomate,Fresco,9
20.95,42.1,Lechuga,Fresco,10
24.27,69.88,Lechuga,Maduro,6
20.09,50.07,Tomate,Deteriorado,3
21.45,50.33,Lechuga,Deteriorado,2
30.74,55.37,Tomate,Fresco,13
19.85,57.61,Lechuga,Fresco,8
18.06,42.77,Platano,Deteriorado,1
27.23,46.08,Platano,Maduro,3
34.1,82.06,Pollo,Deteriorado,3
25.95,64.9,Pollo,Deteriorado,1
19.2,48.01,Tomate,Deteriorado,3
28.11,88.57,Tomate,Fresco,14
27.6,61.74,Platano,Maduro,6
26.6,76.46,Pollo,Deteriorado,3
31.76,79.86,Lechuga,Fresco,13
18.31,78.23,Tomate,Deteriorado,3
27.07,59.53,Platano,Deteriorado,1
34.33,46.32,Platano,Deteriorado,3
21.49,76.35,Lechuga,Fresco,11
21.74,68.31,Tomate,Maduro,6
23.89,48.46,Platano,Fresco,12
20.02,40.98,Tomate,Deteriorado,3
22.61,59.68,Pollo,Maduro,3
34.77,85.74,Lechuga,Fresco,10
33.22,47.37,Platano,Deteriorado,2
24.4,85.92,Pollo,Fresco,11
29.76,89.08,Tomate,Fresco,15
30.54,62.66,Lechuga,Maduro,4
19.5,58.36,Tomate,Fresco,7
33.3,86.28,Pollo,Fresco,11
22.27,41.27,Tomate,Maduro,5
19.19,64.88,Tomate,Fresco,13
32.38,75.03,Platano,Deteriorado,2
31.5,41.62,Platano,Maduro,7
28.18,49.06,Pollo,Fresco,14
20.63,62.55,Lechuga,Fresco,11
23.21,89.35,Lechuga,Deteriorado,1
27.61,54.67,Lechuga,Maduro,5
28.46,80.72,Pollo,Maduro,7
29.85,87.85,Pollo,Fresco,15
23.97,71.63,Platano,Deteriorado,3
26.79,85.32,Lechuga,Fresco,7
31.0,62.2,Platano,Maduro,5
21.23,60.57,Pollo,Fresco,8
34.03,89.68,Pollo,Deteriorado,3
33.92,57.13,Tomate,Deteriorado,2
24.05,59.77,Pollo,Deteriorado,3
29.16,52.76,Lechuga,Deteriorado,3
30.71,86.02,Lechuga,Deteriorado,2
20.64,53.0,Pollo,Maduro,3
30.74,62.31,Tomate,Deteriorado,3
33.32,78.05,Pollo,Deteriorado,3
20.69,77.19,Lechuga,Maduro,7
23.6,43.24,Pollo,Fresco,15
25.27,80.2,Pollo,Maduro,6
24.72,48.25,Lechuga,Maduro,7
27.41,62.94,Lechuga,Fresco,11
21.92,59.58,Lechuga,Fresco,7
28.04,89.76,Tomate,Maduro,3
30.31,63.49,Tomate,Deteriorado,1
33.65,51.98,Platano,Fresco,7
20.12,77.14,Lechuga,Maduro,5
29.95,80.01,Pollo,Maduro,5
19.57,47.58,Platano,Maduro,3
25.56,46.91,Lechuga,Maduro,7
29.44,88.17,Platano,Fresco,11
18.31,89.03,Lechuga,Maduro,6
18.67,60.77,Tomate,Maduro,4
24.64,64.22,Platano,Maduro,7
30.1,58.0,Platano,Maduro,3
32.48,59.23,Tomate,Maduro,4
18.61,72.61,Pollo,Maduro,4
20.13,45.68,Platano,Fresco,12
18.88,59.65,Platano,Maduro,5
27.27,43.15,Platano,Deteriorado,2
20.01,65.57,Pollo,Fresco,8
26.2,60.59,Tomate,Deteriorado,1
26.4,54.03,Pollo,Deteriorado,3
28.98,58.22,Lechuga,Maduro,6
27.94,54.3,Tomate,Deteriorado,3
25.14,61.82,Lechuga,Deteriorado,1
23.92,73.84,Platano,Maduro,7
23.82,70.87,Tomate,Maduro,7
23.47,83.66,Platano,Deteriorado,2
27.39,50.06,Pollo,Fresco,14
30.63,73.57,Lechuga,Fresco,15
18.3,76.28,Pollo,Deteriorado,2
27.59,68.63,Pollo,Deteriorado,1
26.28,74.44,Lechuga,Deteriorado,1
28.79,43.0,Pollo,Fresco,15
27.44,68.93,Tomate,Maduro,6
29.74,68.49,Pollo,Fresco,14
25.74,42.2,Tomate,Maduro,3
32.36,67.62,Tomate,Deteriorado,3
22.47,47.06,Pollo,Fresco,9
28.75,58.58,Lechuga,Fresco,13
18.43,58.99,Tomate,Maduro,3
31.45,57.69,Platano,Deteriorado,2
25.3,42.35,Pollo,Fresco,10
29.55,63.1,Pollo,Fresco,10
26.17,89.38,Lechuga,Deteriorado,2
28.89,41.97,Lechuga,Deteriorado,1
24.71,79.05,Pollo,Maduro,7
23.56,48.58,Pollo,Fresco,12
20.15,79.35,Lechuga,Maduro,3
19.24,57.25,Lechuga,Deteriorado,2
21.45,62.43,Lechuga,Fresco,14
34.9,77.76,Pollo,Fresco,11
22.54,55.81,Platano,Fresco,11
24.74,41.32,Pollo,Fresco,8
34.45,42.92,Platano,Fresco,15
21.9,50.54,Pollo,Maduro,3
18.41,45.43,Pollo,Deteriorado,1
26.1,52.37,Pollo,Fresco,14
30.69,65.58,Lechuga,Maduro,6
21.62,84.16,Platano,Maduro,6
29.37,75.48,Pollo,Maduro,7
30.11,61.1,Lechuga,Fresco,14
19.12,61.18,Lechuga,Fresco,8
34.6,61.7,Pollo,Deteriorado,3
20.08,85.64,Pollo,Maduro,7
33.35,74.7,Pollo,Maduro,4
24.64,81.43,Pollo,Fresco,8
22.71,78.69,Pollo,Fresco,12
19.96,48.62,Pollo,Deteriorado,3
25.73,57.51,Lechuga,Fresco,8
28.73,68.64,Lechuga,Fresco,15
21.79,52.4,Pollo,Fresco,7
22.92,54.1,Lechuga,Deteriorado,1
34.68,70.54,Lechuga,Maduro,7
25.09,43.55,Lechuga,Deteriorado,1
18.32,74.85,Tomate,Maduro,3
28.39,62.64,Tomate,Deteriorado,2
29.68,65.11,Pollo,Fresco,7
20.55,50.39,Platano,Deteriorado,2
32.49,64.34,Pollo,Deteriorado,3
18.59,85.63,Tomate,Maduro,6
29.49,63.9,Tomate,Fresco,7
23.55,76.48,Pollo,Fresco,8
19.05,70.18,Tomate,Maduro,7
30.97,46.95,Pollo,Maduro,5
33.68,51.46,Pollo,Fresco,8
25.62,44.04,Tomate,Fresco,15
21.03,42.94,Lechuga,Fresco,12
29.19,88.76,Platano,Deteriorado,1
31.05,72.24,Pollo,Fresco,15
27.17,84.52,Platano,Maduro,3
30.32,82.77,Lechuga,Maduro,6
33.39,88.18,Platano,Fresco,11
30.24,75.89,Lechuga,Maduro,4
32.97,41.65,Platano,Maduro,4
25.07,81.59,Lechuga,Fresco,10
22.9,64.61,Pollo,Fresco,13
33.57,81.3,Platano,Fresco,15
30.35,58.29,Platano,Fresco,9
21.73,84.94,Platano,Maduro,5
32.17,63.47,Lechuga,Deteriorado,3
31.23,55.05,Platano,Deteriorado,1
29.39,56.42,Platano,Maduro,3
31.93,52.72,Platano,Maduro,3
30.42,60.0,Pollo,Maduro,3
23.06,68.72,Pollo,Fresco,11
34.81,45.08,Platano,Maduro,7
24.48,79.98,Pollo,Deteriorado,2
31.17,85.42,Platano,Maduro,4
19.78,59.5,Lechuga,Maduro,4
26.57,82.2,Platano,Fresco,13
34.34,77.06,Pollo,Maduro,6
26.29,45.24,Pollo,Maduro,6
19.15,65.48,Lechuga,Maduro,5
